Element Number	Element Type	Nodes	
1	Tet4	81	408	82	360	
2	Tet4	81	408	311	146	
3	Tet4	81	408	360	311	
4	Tet4	82	83	408	147	
5	Tet4	82	408	83	361	
6	Tet4	83	148	408	147	
7	Tet4	148	408	312	208	
8	Tet4	208	312	361	408	
9	Tet4	146	408	311	147	
10	Tet4	82	360	408	361	
11	Tet4	147	312	148	408	
12	Tet4	147	311	312	408	
13	Tet4	311	408	360	312	
14	Tet4	312	408	360	361	
15	Tet4	135	302	407	398	
16	Tet4	70	407	353	398	
17	Tet4	302	353	407	398	
18	Tet4	135	302	136	407	
19	Tet4	70	353	407	71	
20	Tet4	72	136	137	407	
21	Tet4	136	407	303	137	
22	Tet4	72	407	225	354	
23	Tet4	225	407	303	354	
24	Tet4	71	407	72	354	
25	Tet4	71	136	72	407	
26	Tet4	71	353	407	354	
27	Tet4	302	303	407	353	
28	Tet4	136	303	407	302	
29	Tet4	303	407	353	354	
30	Tet4	308	406	357	396	
31	Tet4	98	357	406	396	
32	Tet4	262	287	406	405	
33	Tet4	262	406	287	308	
34	Tet4	287	368	406	405	
35	Tet4	98	357	241	406	
36	Tet4	99	262	406	405	
37	Tet4	99	406	368	405	
38	Tet4	308	368	357	406	
39	Tet4	241	368	406	357	
40	Tet4	99	241	406	262	
41	Tet4	99	368	406	241	
42	Tet4	100	174	405	167	
43	Tet4	100	242	405	174	
44	Tet4	100	405	344	287	
45	Tet4	100	242	344	405	
46	Tet4	99	405	242	174	
47	Tet4	167	405	287	262	
48	Tet4	287	344	368	405	
49	Tet4	242	368	344	405	
50	Tet4	99	368	242	405	
51	Tet4	114	404	344	287	
52	Tet4	49	404	344	114	
53	Tet4	49	243	344	404	
54	Tet4	100	344	404	287	
55	Tet4	100	404	344	243	
56	Tet4	49	404	114	50	
57	Tet4	49	404	50	243	
58	Tet4	101	404	268	243	
59	Tet4	114	404	287	115	
60	Tet4	50	404	114	115	
61	Tet4	50	243	404	101	
62	Tet4	167	261	404	268	
63	Tet4	115	404	261	395	
64	Tet4	167	287	404	261	
65	Tet4	115	287	261	404	
66	Tet4	75	256	403	393	
67	Tet4	75	356	403	256	
68	Tet4	75	403	140	393	
69	Tet4	255	356	403	305	
70	Tet4	113	255	356	403	
71	Tet4	140	306	403	305	
72	Tet4	256	263	403	393	
73	Tet4	113	263	403	256	
74	Tet4	113	403	356	256	
75	Tet4	140	403	306	393	
76	Tet4	255	257	305	403	
77	Tet4	257	403	263	393	
78	Tet4	257	305	403	306	
79	Tet4	246	321	402	260	
80	Tet4	165	402	266	401	
81	Tet4	105	266	402	401	
82	Tet4	104	246	402	172	
83	Tet4	165	402	172	266	
84	Tet4	105	172	402	266	
85	Tet4	105	402	397	401	
86	Tet4	300	397	402	401	
87	Tet4	165	300	402	401	
88	Tet4	104	402	247	172	
89	Tet4	165	402	260	172	
90	Tet4	104	247	402	400	
91	Tet4	105	402	247	397	
92	Tet4	165	300	260	402	
93	Tet4	105	247	402	172	
94	Tet4	105	248	401	397	
95	Tet4	126	300	401	397	
96	Tet4	126	300	165	401	
97	Tet4	105	401	248	266	
98	Tet4	106	401	249	171	
99	Tet4	62	401	106	248	
100	Tet4	62	401	126	127	
101	Tet4	171	266	401	259	
102	Tet4	106	266	401	171	
103	Tet4	106	248	401	266	
104	Tet4	106	249	401	399	
105	Tet4	126	127	401	295	
