Node Number	X Location (m)	Y Location (m)	Z Location (m)	
212	-6,4285e-006	-0,10001	1,5e-002	
213	4,2851e-002	-0,10001	1,5e-002	
214	8,5708e-002	-0,10001	1,5e-002	
215	0,12857	-0,10001	1,5e-002	
216	0,14999	-8,001e-002	0,	
217	0,14999	-4,001e-002	0,	
218	0,14999	-9,755e-006	0,	
219	0,14999	3,999e-002	0,	
220	0,14999	7,999e-002	0,	
221	0,14999	-8,001e-002	1,5e-002	
222	0,14999	-4,001e-002	1,5e-002	
223	0,14999	-9,755e-006	1,5e-002	
224	0,14999	3,999e-002	1,5e-002	
225	0,14999	7,999e-002	1,5e-002	
226	0,12857	9,999e-002	0,	
227	8,5708e-002	9,999e-002	0,	
228	4,2851e-002	9,999e-002	0,	
229	-6,4285e-006	9,999e-002	0,	
230	-4,2864e-002	9,999e-002	0,	
231	-8,5721e-002	9,999e-002	0,	
232	-0,12858	9,999e-002	0,	
233	0,12857	9,999e-002	1,5e-002	
234	8,5708e-002	9,999e-002	1,5e-002	
235	4,2851e-002	9,999e-002	1,5e-002	
236	-6,4285e-006	9,999e-002	1,5e-002	
237	-4,2864e-002	9,999e-002	1,5e-002	
238	-8,5721e-002	9,999e-002	1,5e-002	
239	-0,12858	9,999e-002	1,5e-002	
240	3,9508e-002	-7,3866e-003	1,5e-002	
241	3,4198e-002	-2,1094e-002	1,5e-002	
242	2,4295e-002	-3,1957e-002	1,5e-002	
243	1,1136e-002	-3,851e-002	1,5e-002	
244	-3,5015e-003	-3,9866e-002	1,5e-002	
245	-1,764e-002	-3,5843e-002	1,5e-002	
246	-2,9371e-002	-2,6984e-002	1,5e-002	
247	-3,711e-002	-1,4486e-002	1,5e-002	
248	-3,9811e-002	-3,658e-005	1,5e-002	
249	-3,711e-002	1,4413e-002	1,5e-002	
250	-2,9371e-002	2,6911e-002	1,5e-002	
251	-1,764e-002	3,577e-002	1,5e-002	
252	-3,5015e-003	3,9793e-002	1,5e-002	
253	1,1136e-002	3,8436e-002	1,5e-002	
254	2,4295e-002	3,1884e-002	1,5e-002	
255	3,4198e-002	2,1021e-002	1,5e-002	
256	3,9508e-002	7,3134e-003	1,5e-002	
257	2,617e-002	1,4963e-002	0,	
258	1,8919e-004	2,9963e-002	0,	
259	-2,5792e-002	1,4963e-002	0,	
260	-2,5792e-002	-1,5037e-002	0,	
261	1,8919e-004	-3,0037e-002	0,	
262	2,617e-002	-1,5037e-002	0,	
263	2,7218e-002	1,298e-002	2,e-002	
264	6,8648e-003	2,9211e-002	2,e-002	
265	-1,8516e-002	2,3418e-002	2,e-002	
266	-2,9811e-002	-3,658e-005	2,e-002	
267	-1,8516e-002	-2,3492e-002	2,e-002	
268	6,8648e-003	-2,9284e-002	2,e-002	
269	2,7218e-002	-1,3053e-002	2,e-002	
270	3,9508e-002	7,3134e-003	2,e-002	
271	3,4198e-002	2,1021e-002	2,e-002	
272	2,4295e-002	3,1884e-002	2,e-002	
273	1,1136e-002	3,8436e-002	2,e-002	
274	-3,5015e-003	3,9793e-002	2,e-002	
275	-1,764e-002	3,577e-002	2,e-002	
276	-2,9371e-002	2,6911e-002	2,e-002	
277	-3,711e-002	1,4413e-002	2,e-002	
278	-3,9811e-002	-3,658e-005	2,e-002	
279	-3,711e-002	-1,4486e-002	2,e-002	
280	-2,9371e-002	-2,6984e-002	2,e-002	
281	-1,764e-002	-3,5843e-002	2,e-002	
282	-3,5015e-003	-3,9866e-002	2,e-002	
283	1,1136e-002	-3,851e-002	2,e-002	
284	2,4295e-002	-3,1957e-002	2,e-002	
285	3,4198e-002	-2,1094e-002	2,e-002	
286	3,9508e-002	-7,3866e-003	2,e-002	
287	1,6154e-002	-4,0706e-002	0,	
288	-1,0937e-002	-3,9935e-002	0,	
289	-1,4642e-002	-5,5771e-002	0,	
290	-1,0138e-003	-7,2649e-002	0,	
291	1,7576e-002	-6,1735e-002	0,	
292	-0,11715	8,8781e-002	0,	
293	-0,13941	6,2676e-002	0,	
294	-0,12012	7,1213e-002	0,	
295	-3,992e-002	6,7616e-003	0,	
296	-4,6514e-002	1,4464e-002	0,	
297	-6,5898e-002	1,0273e-002	0,	
298	-6,4642e-002	-6,6557e-003	0,	
299	-5,1976e-002	-1,9478e-002	0,	
300	-3,8604e-002	-1,022e-002	0,	
301	0,1242	9,0309e-002	0,	
302	0,12097	7,817e-002	0,	
303	0,13783	6,9074e-002	0,	
304	6,1151e-002	4,7397e-003	0,	
305	4,9476e-002	1,7771e-002	0,	
306	3,9905e-002	7,505e-003	0,	
307	3,7505e-002	-1,132e-002	0,	
308	4,9475e-002	-1,781e-002	0,	
309	6,092e-002	-8,2877e-003	0,	
310	0,13754	-6,9325e-002	0,	
311	0,12281	-7,5059e-002	0,	
312	0,12182	-8,9926e-002	0,	
313	1,5801e-002	6,3693e-002	0,	
314	1,3988e-003	7,2556e-002	0,	
315	-1,6541e-002	6,2486e-002	0,	
316	-1,6751e-002	4,083e-002	0,	
317	9,5466e-003	3,9573e-002	0,	
318	-0,1195	-7,8199e-002	0,	
319	-0,13787	-6,8913e-002	0,	
320	-0,12377	-9,0351e-002	0,	
321	-3,051e-002	-3,3568e-002	0,	
322	-0,11877	2,6486e-002	0,	
323	-0,12266	-4,5915e-002	0,	
324	0,11653	-2,3318e-002	0,	
325	0,12126	4,7167e-002	0,	
326	-7,1358e-002	-6,9515e-002	0,	
327	8,8721e-002	-7,5247e-002	0,	
328	6,8371e-002	6,6877e-002	0,	
329	-9,3359e-002	7,7376e-002	0,	
330	2,8189e-002	4,9748e-002	0,	
331	-4,3153e-002	-5,8775e-002	0,	
332	-8,7665e-002	4,5367e-002	0,	
333	-5,3668e-002	3,1704e-002	0,	
334	-8,0098e-002	-1,8792e-002	0,	
335	8,8027e-002	2,7373e-003	0,	
336	7,5148e-002	2,6059e-002	0,	
337	6,8629e-002	-3,4915e-002	0,	
338	-9,7558e-002	-5,6085e-002	0,	
339	5,4889e-002	-6,956e-002	0,	
340	-5,8449e-002	-4,114e-002	0,	
341	-5,956e-002	5,9456e-002	0,	
342	-8,8026e-003	-5,7275e-002	1,5e-002	
343	2,6387e-003	-6,5748e-002	1,5e-002	
344	1,8778e-002	-5,7453e-002	1,5e-002	
345	-0,12409	9,0348e-002	1,5e-002	
346	-0,13256	6,9279e-002	1,5e-002	
347	-0,12072	7,8315e-002	1,5e-002	
348	-4,7576e-002	1,2803e-002	1,5e-002	
349	-6,905e-002	7,6754e-004	1,5e-002	
350	-6,5963e-002	-1,288e-002	1,5e-002	
351	-4,618e-002	-1,4839e-002	1,5e-002	
352	0,12396	8,9766e-002	1,5e-002	
353	0,12281	7,4986e-002	1,5e-002	
354	0,13754	6,9252e-002	1,5e-002	
355	6,1674e-002	6,5988e-003	1,5e-002	
356	4,6684e-002	1,3843e-002	1,5e-002	
357	5,0569e-002	-1,4454e-002	1,5e-002	
358	6,8089e-002	-4,6786e-003	1,5e-002	
359	0,13274	-6,9325e-002	1,5e-002	
360	0,12036	-7,9302e-002	1,5e-002	
361	0,12392	-9,0542e-002	1,5e-002	
362	9,1158e-003	5,721e-002	1,5e-002	
363	-2,2603e-003	6,5675e-002	1,5e-002	
364	-1,8638e-002	5,6466e-002	1,5e-002	
365	-0,11967	-7,8571e-002	1,5e-002	
366	-0,13726	-6,9325e-002	1,5e-002	
367	-0,12335	-9,032e-002	1,5e-002	
368	4,6298e-002	-4,247e-002	1,5e-002	
369	-3,6519e-002	-5,0736e-002	1,5e-002	
370	-4,9177e-002	-3,4656e-002	1,5e-002	
371	-5,0306e-002	4,028e-002	1,5e-002	
372	3,6898e-002	5,0663e-002	1,5e-002	
373	5,07e-002	3,5744e-002	1,5e-002	
374	-0,11655	3,6682e-002	1,5e-002	
375	-0,11048	-4,029e-003	1,5e-002	
376	0,11653	-3,6702e-002	1,5e-002	
377	0,11653	3,2982e-003	1,5e-002	
378	8,2797e-002	-6,7429e-002	1,5e-002	
379	-8,5374e-002	6,6926e-002	1,5e-002	
380	-7,0454e-002	1,3054e-002	1,5e-002	
381	-0,11402	-3,6124e-002	1,5e-002	
382	0,11257	4,129e-002	1,5e-002	
383	-8,6849e-002	-6,3621e-002	1,5e-002	
384	8,6576e-002	6,2731e-002	1,5e-002	
385	8,0785e-002	-2,9666e-002	1,5e-002	
386	-8,9187e-002	3,4307e-002	1,5e-002	
387	7,8354e-002	3,1906e-002	1,5e-002	
388	8,7815e-002	1,3642e-002	1,5e-002	
389	-4,8742e-002	6,446e-003	7,171e-003	
390	1,8909e-004	-3,6339e-002	1,8333e-002	
391	3,7774e-004	4,0552e-002	9,3711e-003	
392	1,0853e-002	4,6193e-002	8,5803e-003	
393	3,8559e-002	3,1335e-003	9,6443e-003	
394	-0,13007	-9,2459e-002	6,7421e-003	
395	-7,2193e-003	-3,9901e-002	7,5e-003	
396	3,9366e-002	-8,3347e-003	8,2898e-003	
397	-4,5101e-002	-8,5684e-003	6,7813e-003	
398	0,12705	9,1209e-002	7,7305e-003	
399	-4,0167e-002	1,7742e-002	7,5e-003	
400	-4,2897e-002	-2,0286e-002	7,5e-003	
401	-3,5968e-002	2,983e-003	7,9846e-003	
402	-3,36e-002	-1,3245e-002	8,964e-003	
403	3,8697e-002	1,0959e-002	7,5e-003	
404	1,0017e-002	-4,0286e-002	7,5e-003	
405	2,2952e-002	-3,3845e-002	7,5e-003	
406	3,9612e-002	-2,2397e-002	7,5e-003	
407	0,13406	7,3261e-002	4,8434e-003	
408	0,1264	-8,5153e-002	8,121e-003	
