Element Number	Element Type	Nodes	
1	Tet4	258	287	395	346	
2	Tet4	158	258	395	346	
3	Tet4	159	345	395	253	
4	Tet4	73	395	159	345	
5	Tet4	258	260	395	287	
6	Tet4	72	158	395	346	
7	Tet4	72	158	159	395	
8	Tet4	158	159	395	253	
9	Tet4	72	159	73	395	
10	Tet4	158	395	260	253	
11	Tet4	72	73	300	395	
12	Tet4	253	260	300	395	
13	Tet4	260	300	395	287	
14	Tet4	72	300	287	395	
15	Tet4	15	44	394	45	
16	Tet4	44	364	394	368	
17	Tet4	15	394	44	364	
18	Tet4	164	394	263	368	
19	Tet4	164	261	263	394	
20	Tet4	163	261	394	377	
21	Tet4	46	163	394	377	
22	Tet4	46	163	164	394	
23	Tet4	163	394	261	164	
24	Tet4	15	394	364	380	
25	Tet4	364	394	368	380	
26	Tet4	261	263	394	380	
27	Tet4	263	368	394	380	
28	Tet4	45	394	164	368	
29	Tet4	16	394	261	377	
30	Tet4	16	46	394	377	
31	Tet4	45	164	394	46	
32	Tet4	16	45	394	46	
33	Tet4	16	261	394	380	
34	Tet4	15	16	394	380	
35	Tet4	15	394	16	45	
36	Tet4	217	302	393	240	
37	Tet4	217	393	218	240	
38	Tet4	217	302	218	393	
39	Tet4	218	241	240	393	
40	Tet4	218	302	311	393	
41	Tet4	26	311	393	218	
42	Tet4	26	393	241	218	
43	Tet4	25	241	393	240	
44	Tet4	25	302	393	311	
45	Tet4	25	393	26	311	
46	Tet4	25	26	393	241	
47	Tet4	23	338	392	306	
48	Tet4	23	338	246	392	
49	Tet4	23	392	246	383	
50	Tet4	246	338	323	392	
51	Tet4	306	338	392	323	
52	Tet4	246	392	371	383	
53	Tet4	246	392	323	371	
54	Tet4	22	392	23	383	
55	Tet4	22	306	23	392	
56	Tet4	354	371	392	383	
57	Tet4	323	392	354	371	
58	Tet4	22	354	392	383	
59	Tet4	306	317	323	392	
60	Tet4	317	323	392	354	
61	Tet4	22	317	392	354	
62	Tet4	184	254	391	359	
63	Tet4	183	391	184	254	
64	Tet4	254	260	391	359	
65	Tet4	183	260	391	254	
66	Tet4	118	184	391	359	
67	Tet4	118	391	184	183	
68	Tet4	117	118	183	391	
69	Tet4	260	300	391	359	
70	Tet4	118	391	300	359	
71	Tet4	117	300	118	391	
72	Tet4	24	390	250	384	
73	Tet4	152	250	390	384	
74	Tet4	152	390	245	153	
75	Tet4	152	390	252	245	
76	Tet4	152	390	250	252	
77	Tet4	24	250	390	252	
78	Tet4	23	252	390	245	
79	Tet4	153	390	245	343	
80	Tet4	23	245	390	343	
81	Tet4	54	152	390	384	
82	Tet4	24	54	390	384	
83	Tet4	23	390	252	24	
84	Tet4	23	390	53	343	
85	Tet4	53	390	153	343	
86	Tet4	54	152	153	390	
87	Tet4	23	390	24	53	
88	Tet4	24	53	390	54	
89	Tet4	53	153	390	54	
90	Tet4	8	389	38	255	
91	Tet4	8	9	38	389	
92	Tet4	38	389	162	255	
93	Tet4	38	162	389	39	
94	Tet4	9	389	10	39	
95	Tet4	9	38	389	39	
96	Tet4	161	162	389	255	
97	Tet4	39	162	389	161	
98	Tet4	39	342	161	389	
99	Tet4	257	389	342	385	
100	Tet4	161	342	257	389	
101	Tet4	161	389	259	255	
102	Tet4	9	389	259	385	
103	Tet4	257	259	389	385	
104	Tet4	161	257	259	389	
105	Tet4	276	388	340	367	
106	Tet4	276	340	388	365	
107	Tet4	2	367	32	388	
108	Tet4	32	340	388	367	
109	Tet4	269	388	340	365	
110	Tet4	2	367	388	386	
111	Tet4	32	388	340	348	
112	Tet4	1	31	388	2	
113	Tet4	1	31	270	388	
114	Tet4	31	388	32	348	
115	Tet4	2	31	388	32	
116	Tet4	195	388	365	386	
117	Tet4	171	269	388	340	
118	Tet4	1	388	270	386	
119	Tet4	1	2	388	386	
120	Tet4	31	388	348	270	
121	Tet4	171	348	340	388	
122	Tet4	171	388	195	270	
123	Tet4	171	348	388	270	
124	Tet4	303	334	387	380	
125	Tet4	16	303	304	387	
126	Tet4	303	387	333	304	
127	Tet4	17	387	304	370	
128	Tet4	16	387	304	17	
129	Tet4	262	387	334	380	
130	Tet4	303	333	387	334	
131	Tet4	304	387	333	370	
132	Tet4	16	387	17	377	
133	Tet4	17	387	370	377	
134	Tet4	187	387	334	262	
135	Tet4	261	387	262	380	
136	Tet4	16	387	261	380	
137	Tet4	187	333	334	387	
138	Tet4	266	333	387	370	
139	Tet4	266	370	387	377	
140	Tet4	187	387	262	261	
141	Tet4	261	266	387	377	
142	Tet4	16	261	387	377	
143	Tet4	187	387	261	266	
144	Tet4	2	329	3	386	
145	Tet4	3	386	329	322	
146	Tet4	3	386	322	367	
147	Tet4	2	386	3	367	
148	Tet4	276	322	386	367	
149	Tet4	276	327	386	322	
150	Tet4	2	307	329	386	
151	Tet4	307	329	386	322	
152	Tet4	1	386	307	2	
153	Tet4	1	270	307	386	
154	Tet4	276	386	327	365	
155	Tet4	307	322	386	327	
156	Tet4	195	307	386	327	
157	Tet4	195	327	386	365	
158	Tet4	9	10	385	378	
159	Tet4	10	375	385	378	
160	Tet4	345	359	385	375	
161	Tet4	9	385	259	378	
162	Tet4	359	385	375	378	
163	Tet4	254	259	385	378	
164	Tet4	254	259	257	385	
165	Tet4	253	254	385	359	
166	Tet4	254	385	359	378	
167	Tet4	247	250	384	361	
168	Tet4	151	384	247	250	
169	Tet4	151	247	384	347	
170	Tet4	55	347	384	361	
171	Tet4	54	55	347	384	
172	Tet4	250	351	384	361	
173	Tet4	24	384	250	351	
174	Tet4	151	152	384	250	
175	Tet4	54	347	151	384	
176	Tet4	25	55	384	361	
177	Tet4	25	384	55	54	
178	Tet4	54	151	152	384	
179	Tet4	24	384	25	54	
180	Tet4	251	383	298	379	
181	Tet4	249	383	251	379	
182	Tet4	251	298	383	371	
183	Tet4	298	383	344	379	
184	Tet4	249	344	383	379	
185	Tet4	246	251	383	371	
186	Tet4	246	251	249	383	
187	Tet4	298	354	383	371	
188	Tet4	298	344	383	354	
189	Tet4	22	383	52	354	
190	Tet4	22	23	52	383	
191	Tet4	343	383	344	354	
192	Tet4	249	383	344	343	
193	Tet4	245	246	249	383	
194	Tet4	52	383	343	354	
195	Tet4	23	52	383	343	
196	Tet4	245	249	343	383	
197	Tet4	23	343	383	245	
198	Tet4	173	197	382	270	
199	Tet4	30	382	363	356	
200	Tet4	341	363	382	356	
201	Tet4	271	341	382	356	
202	Tet4	59	363	382	341	
203	Tet4	30	382	59	363	
204	Tet4	173	341	382	271	
205	Tet4	31	173	60	382	
206	Tet4	30	60	382	31	
207	Tet4	59	382	60	341	
208	Tet4	30	59	382	60	
209	Tet4	60	341	382	173	
210	Tet4	111	112	319	295	
211	Tet4	108	276	109	322	
212	Tet4	4	319	329	201	
213	Tet4	3	4	329	201	
214	Tet4	126	326	284	127	
215	Tet4	15	16	303	233	
216	Tet4	188	335	262	334	
217	Tet4	175	248	339	312	
218	Tet4	13	209	309	208	
219	Tet4	23	216	238	239	
220	Tet4	19	213	236	20	
221	Tet4	9	206	205	228	
222	Tet4	61	62	267	170	
223	Tet4	23	216	338	306	
224	Tet4	29	321	330	30	
225	Tet4	16	234	304	211	
226	Tet4	106	150	296	272	
227	Tet4	4	319	201	202	
228	Tet4	9	206	228	229	
229	Tet4	191	266	336	192	
230	Tet4	14	232	303	209	
231	Tet4	4	202	201	224	
232	Tet4	217	239	302	240	
233	Tet4	12	309	208	13	
234	Tet4	1	307	308	199	
235	Tet4	221	330	244	243	
236	Tet4	85	168	265	167	
237	Tet4	131	325	279	132	
238	Tet4	29	330	244	30	
239	Tet4	30	308	221	199	
240	Tet4	3	201	200	223	
241	Tet4	30	321	330	308	
242	Tet4	19	318	310	213	
243	Tet4	20	21	318	214	
244	Tet4	19	310	212	213	
245	Tet4	1	199	308	30	
246	Tet4	19	20	318	213	
247	Tet4	132	279	310	325	
248	Tet4	26	218	331	311	
249	Tet4	114	115	313	280	
250	Tet4	30	330	221	308	
251	Tet4	93	94	298	344	
252	Tet4	20	214	236	237	
253	Tet4	177	323	178	246	
254	Tet4	104	275	341	105	
255	Tet4	26	219	242	27	
256	Tet4	26	241	242	219	
257	Tet4	12	316	207	208	
258	Tet4	185	259	337	186	
259	Tet4	9	305	229	10	
260	Tet4	128	289	190	189	
261	Tet4	12	230	208	207	
262	Tet4	2	3	200	223	
263	Tet4	21	317	318	214	
264	Tet4	12	208	231	13	
265	Tet4	17	304	234	235	
266	Tet4	148	321	275	149	
267	Tet4	16	304	303	211	
268	Tet4	136	290	137	317	
269	Tet4	154	344	343	249	
270	Tet4	129	130	336	291	
271	Tet4	19	212	235	213	
272	Tet4	26	27	331	219	
273	Tet4	8	9	205	228	
274	Tet4	130	291	131	325	
275	Tet4	23	338	252	246	
276	Tet4	143	274	144	311	
277	Tet4	28	219	220	320	
278	Tet4	22	23	306	238	
279	Tet4	142	274	143	311	
280	Tet4	18	19	212	235	
281	Tet4	26	218	241	219	
282	Tet4	27	331	219	320	
283	Tet4	144	331	282	145	
