Element Number	Element Type	Nodes	
1	Tet4	117	459	489	468	
2	Tet4	117	406	489	459	
3	Tet4	38	489	453	468	
4	Tet4	38	453	489	458	
5	Tet4	453	489	458	486	
6	Tet4	453	454	489	486	
7	Tet4	453	489	454	468	
8	Tet4	454	489	459	468	
9	Tet4	406	454	489	459	
10	Tet4	117	416	489	406	
11	Tet4	421	458	489	486	
12	Tet4	117	489	118	468	
13	Tet4	117	118	489	416	
14	Tet4	413	421	416	489	
15	Tet4	407	421	458	489	
16	Tet4	118	489	416	407	
17	Tet4	407	416	421	489	
18	Tet4	28	488	435	477	
19	Tet4	28	435	488	437	
20	Tet4	246	488	435	437	
21	Tet4	246	488	371	435	
22	Tet4	28	474	488	477	
23	Tet4	28	437	488	474	
24	Tet4	371	435	488	477	
25	Tet4	246	339	488	437	
26	Tet4	246	380	488	339	
27	Tet4	246	371	488	380	
28	Tet4	436	488	437	474	
29	Tet4	371	488	385	477	
30	Tet4	339	380	488	440	
31	Tet4	339	488	437	440	
32	Tet4	371	488	380	385	
33	Tet4	385	488	436	477	
34	Tet4	380	436	488	440	
35	Tet4	380	385	488	436	
36	Tet4	153	428	410	487	
37	Tet4	410	428	419	487	
38	Tet4	129	153	487	152	
39	Tet4	152	428	153	487	
40	Tet4	129	487	130	152	
41	Tet4	129	487	419	130	
42	Tet4	419	487	428	461	
43	Tet4	149	428	487	461	
44	Tet4	151	487	428	152	
45	Tet4	131	487	411	457	
46	Tet4	131	151	487	457	
47	Tet4	130	487	151	152	
48	Tet4	130	487	131	151	
49	Tet4	130	411	131	487	
50	Tet4	411	487	419	461	
51	Tet4	149	428	151	487	
52	Tet4	149	487	151	457	
53	Tet4	130	419	411	487	
54	Tet4	133	486	332	331	
55	Tet4	332	453	486	454	
56	Tet4	135	486	413	454	
57	Tet4	134	413	135	486	
58	Tet4	133	134	486	412	
59	Tet4	133	486	134	332	
60	Tet4	412	421	486	458	
61	Tet4	134	421	413	486	
62	Tet4	134	486	135	332	
63	Tet4	134	421	486	412	
64	Tet4	86	485	448	455	
65	Tet4	85	485	448	86	
66	Tet4	85	430	485	86	
67	Tet4	318	319	485	357	
68	Tet4	87	485	318	319	
69	Tet4	88	318	485	365	
70	Tet4	87	318	485	88	
71	Tet4	357	448	485	455	
72	Tet4	85	448	485	357	
73	Tet4	88	485	430	365	
74	Tet4	87	485	430	88	
75	Tet4	85	485	319	357	
76	Tet4	318	485	365	357	
77	Tet4	357	485	365	455	
78	Tet4	85	485	430	87	
79	Tet4	321	484	358	463	
80	Tet4	320	358	321	484	
81	Tet4	358	484	363	463	
82	Tet4	358	366	363	484	
83	Tet4	320	366	358	484	
84	Tet4	321	328	484	463	
85	Tet4	320	484	321	328	
86	Tet4	85	357	484	448	
87	Tet4	85	319	484	357	
88	Tet4	85	484	444	448	
89	Tet4	85	484	328	444	
90	Tet4	363	484	448	463	
91	Tet4	363	484	366	448	
92	Tet4	328	438	484	463	
93	Tet4	357	366	484	448	
94	Tet4	319	366	484	357	
95	Tet4	319	484	320	328	
96	Tet4	319	484	366	320	
97	Tet4	395	403	483	481	
98	Tet4	403	450	483	481	
99	Tet4	158	456	483	481	
100	Tet4	395	483	456	481	
101	Tet4	398	483	403	450	
102	Tet4	395	403	398	483	
103	Tet4	158	483	159	465	
104	Tet4	388	395	483	456	
105	Tet4	388	395	398	483	
106	Tet4	159	483	456	466	
107	Tet4	158	159	483	456	
108	Tet4	34	159	483	465	
109	Tet4	34	483	450	465	
110	Tet4	181	398	483	388	
111	Tet4	159	342	483	466	
112	Tet4	182	342	483	450	
113	Tet4	182	483	398	450	
114	Tet4	34	483	342	450	
115	Tet4	34	342	483	159	
116	Tet4	399	482	447	476	
117	Tet4	399	482	442	447	
118	Tet4	443	482	447	462	
119	Tet4	442	447	482	462	
120	Tet4	399	482	402	442	
121	Tet4	443	447	482	476	
122	Tet4	329	482	443	462	
123	Tet4	394	482	399	476	
124	Tet4	394	402	399	482	
125	Tet4	195	482	212	442	
126	Tet4	195	329	212	482	
127	Tet4	394	482	443	481	
128	Tet4	329	443	482	481	
129	Tet4	394	443	482	476	
130	Tet4	197	329	482	481	
131	Tet4	197	482	394	481	
